40120	35th/Archer	07/18/2016	W	2912
40490	Grand/Milwaukee	08/23/2014	A	1335
41070	Kedzie-Lake	02/06/2015	W	1723
41060	Ashland-Orange	12/12/2004	U	477
41010	Rockwell	05/01/2012	W	1799
40840	South Boulevard	06/26/2005	U	328
40640	Madison/Wabash	07/07/2006	W	7564
41380	Bryn Mawr	01/31/2014	W	5074
40790	Monroe/Dearborn	03/25/2013	W	7004
40880	Thorndale	06/19/2007	W	2482
40590	Damen/Milwaukee	07/23/2002	W	4583
41510	Morgan-Lake	12/01/2012	A	1052
40010	Austin-Forest Park	10/31/2014	W	2164
40550	Irving Park-O'Hare	01/18/2011	W	3890
40630	Clark/Division	06/23/2004	W	6594
41240	Addison-O'Hare	04/02/2008	W	2979
40030	Pulaski-Lake	01/12/2004	W	1360
40330	Grand/State	02/25/2016	W	10954
41170	Garfield-Dan Ryan	02/25/2017	A	2587
40520	Foster	10/21/2009	W	860
41120	35-Bronzeville-IIT	11/12/2008	W	2370
40430	Clinton-Forest Park	12/07/2007	W	2742
40440	California-Cermak	06/09/2002	U	0
40510	Garfield-South Elevated	03/17/2004	W	1060
40170	Ashland-Lake	04/21/2010	W	2429
41050	Linden	02/11/2005	W	875
40680	Adams/Wabash	04/15/2010	W	8450
40560	Jackson/State	07/28/2016	W	14406
40100	Morse	08/08/2013	W	4543
40040	Quincy/Wells	04/22/2014	W	9135
40590	Damen/Milwaukee	02/12/2010	W	5022
40440	California-Cermak	01/03/2007	W	993
40020	Harlem-Lake	02/06/2001	W	3398
40130	51st	11/27/2008	U	392
40150	Pulaski-Cermak	12/19/2008	W	987
40900	Howard	06/09/2016	W	5795
41380	Bryn Mawr	09/12/2008	W	4665
40890	O'Hare Airport	12/15/2015	W	10226
41190	Jarvis	10/02/2017	W	1671
40180	Oak Park-Forest Park	06/29/2005	W	1657
40450	95th/Dan Ryan	08/11/2014	W	10872
40980	Harlem-Forest Park	03/25/2005	W	596
40890	O'Hare Airport	03/02/2008	U	6806
40520	Foster	09/10/2002	W	636
40220	Western-Forest Park	11/14/2015	A	1140
41160	Clinton-Lake	09/11/2010	A	1544
40520	Foster	01/09/2010	A	522
41420	Addison-North Main	08/02/2007	W	16335
41140	King Drive	08/25/2009	W	600
40920	Pulaski-Forest Park	05/29/2006	U	619
40270	Main	03/15/2004	W	1166
41200	Argyle	10/02/2012	W	0
40650	North/Clybourn	03/01/2015	U	3873
40960	Pulaski-Orange	04/11/2015	A	2474
41060	Ashland-Orange	07/22/2009	W	1457
40390	Forest Park	05/05/2009	W	4201
40670	Western/Milwaukee	10/29/2002	W	3565
40900	Howard	07/03/2014	W	6511
40870	Francisco	09/10/2014	W	1729
40480	Cicero-Lake	04/27/2014	U	786
41170	Garfield-Dan Ryan	09/17/2001	W	4417
40740	Western-Cermak	04/25/2015	A	761
40080	Sheridan	09/16/2015	W	6216
40600	Kostner	05/14/2004	W	252
40230	Cumberland	09/13/2002	W	5220
40940	Halsted/63rd	11/11/2016	W	505
41400	Roosevelt	07/28/2010	W	10293
40490	Grand/Milwaukee	06/25/2013	W	2387
41400	Roosevelt	02/19/2015	W	8044
40350	UIC-Halsted	11/20/2007	W	6057
41160	Clinton-Lake	06/17/2001	U	316
40610	Ridgeland	03/16/2004	W	1311
41320	Belmont-North Main	09/04/2013	W	13082
40870	Francisco	07/03/2007	W	1307
40650	North/Clybourn	06/27/2009	A	4372
41260	Austin-Lake	03/25/2016	W	1869
40760	Granville	01/31/2006	W	3711
41450	Chicago/State	09/09/2017	A	11927
40590	Damen/Milwaukee	04/12/2005	W	4364
41360	California-Lake	12/28/2007	W	827
40400	Noyes	08/12/2013	W	734
41660	Lake/State	07/30/2003	W	14784
40050	Davis	02/23/2017	W	3662
40350	UIC-Halsted	06/18/2003	W	3525
41310	Paulina	08/11/2010	W	2293
41060	Ashland-Orange	10/01/2011	A	967
40350	UIC-Halsted	11/07/2006	W	6176
41130	Halsted-Orange	07/18/2002	W	2254
40710	Chicago/Franklin	05/12/2001	A	1336
41170	Garfield-Dan Ryan	12/30/2003	W	3008
40170	Ashland-Lake	05/28/2001	U	390
40490	Grand/Milwaukee	04/05/2003	A	501
40640	Madison/Wabash	05/30/2007	W	5826
41200	Argyle	06/30/2011	W	2653
41700	Washington/Wabash	10/16/2017	W	10199
40730	Washington/Wells	11/19/2013	W	8206
40990	69th	02/12/2017	U	2948
40880	Thorndale	04/24/2005	U	1254
41460	Irving Park-Brown	09/09/2006	A	1494
41350	Oak Park-Lake	11/19/2006	U	501
41350	Oak Park-Lake	06/03/2007	U	654
40630	Clark/Division	07/02/2001	W	6905
40730	Washington/Wells	05/25/2015	U	860
40210	Damen-Cermak	03/25/2007	U	401
41070	Kedzie-Lake	08/25/2011	W	1529
41330	Montrose-O'Hare	10/24/2006	W	2202
40890	O'Hare Airport	05/23/2009	A	8019
41220	Fullerton	04/23/2012	W	15276
41030	Polk	05/14/2006	U	404
41230	47th-Dan Ryan	09/09/2012	U	1977
40440	California-Cermak	09/04/2012	W	1556
41500	Montrose-Brown	10/07/2012	U	1434
41220	Fullerton	08/23/2004	W	8186
40710	Chicago/Franklin	07/12/2008	A	9763
41030	Polk	07/21/2005	W	2887
40580	54th/Cermak	01/16/2008	W	1972
41170	Garfield-Dan Ryan	12/12/2004	U	1713
40870	Francisco	11/27/2003	U	185
41060	Ashland-Orange	03/05/2004	W	1263
40510	Garfield-South Elevated	05/31/2010	U	481
40290	Ashland/63rd	10/15/2001	W	1805
40650	North/Clybourn	03/18/2015	W	6048
40560	Jackson/State	09/21/2007	W	11465
40240	79th	07/01/2004	W	7586
41140	King Drive	04/09/2014	W	757
40880	Thorndale	02/10/2013	U	1279
40120	35th/Archer	04/14/2012	A	1498
41070	Kedzie-Lake	02/20/2015	W	1499
40800	Sedgwick	04/02/2012	W	3729
40210	Damen-Cermak	10/26/2008	U	441
40910	63rd-Dan Ryan	10/06/2015	W	3665
40510	Garfield-South Elevated	12/19/2005	W	1167
41200	Argyle	06/06/2013	W	2915
41430	87th	11/14/2006	W	5143
41350	Oak Park-Lake	05/04/2001	W	1479
40870	Francisco	09/03/2005	A	515
40370	Washington/Dearborn	10/31/2014	W	11570
41170	Garfield-Dan Ryan	11/24/2005	U	1483
40070	Jackson/Dearborn	10/21/2003	W	8372
41250	Central-Evanston	04/12/2011	W	847
41440	Addison-Brown	01/13/2005	W	1868
41460	Irving Park-Brown	07/31/2014	W	3251
40100	Morse	08/14/2012	W	3699
40210	Damen-Cermak	08/28/2003	W	382
41010	Rockwell	07/15/2001	U	399
41660	Lake/State	09/29/2016	W	22370
40530	Diversey	05/17/2002	W	4426
40070	Jackson/Dearborn	07/14/2005	W	7015
41480	Western-Brown	11/29/2012	W	4389
41030	Polk	03/21/2008	W	2725
41000	Cermak-Chinatown	12/30/2009	W	2945
41190	Jarvis	08/09/2007	W	1332
41020	Logan Square	06/20/2004	U	1594
40290	Ashland/63rd	04/26/2005	W	1767
41380	Bryn Mawr	03/22/2016	W	4705
41220	Fullerton	09/01/2016	W	11803
41300	Loyola	07/26/2004	W	3862
40880	Thorndale	03/06/2014	W	3270
41080	47th-South Elevated	05/03/2001	W	1330
40610	Ridgeland	12/26/2001	W	737
41450	Chicago/State	03/07/2010	U	7717
40150	Pulaski-Cermak	02/07/2011	W	1173
40840	South Boulevard	12/30/2002	W	638
41380	Bryn Mawr	06/29/2012	W	5001
40720	East 63rd-Cottage Grove	04/08/2006	A	754
40940	Halsted/63rd	05/11/2007	W	674
40320	Division/Milwaukee	12/25/2014	U	925
40030	Pulaski-Lake	02/09/2017	W	1443
40900	Howard	11/27/2015	W	3917
40130	51st	11/04/2009	W	1147
40820	Rosemont	05/06/2010	W	4542
40500	Washington/State	09/14/2004	W	11106
40520	Foster	04/05/2012	W	911
40780	Central Park	02/27/2001	W	438
40970	Cicero-Forest Park	04/24/2004	A	752
40710	Chicago/Franklin	06/13/2008	W	5931
40310	Western-Orange	12/15/2003	W	3091
40590	Damen/Milwaukee	02/13/2004	W	4172
40480	Cicero-Lake	02/15/2001	W	1363
41450	Chicago/State	05/11/2005	W	12573
40910	63rd-Dan Ryan	10/05/2006	W	3548
40200	Randolph/Wabash	03/23/2010	W	6776
40600	Kostner	06/15/2004	W	259
40240	79th	04/13/2011	W	7887
41260	Austin-Lake	11/20/2014	W	2033
41060	Ashland-Orange	10/28/2017	A	830
40070	Jackson/Dearborn	04/07/2014	W	8243
41440	Addison-Brown	08/13/2009	W	2173
40270	Main	09/15/2014	W	1206
41310	Paulina	03/13/2006	W	2083
40520	Foster	12/17/2008	W	548
40680	Adams/Wabash	02/03/2002	U	1208
41290	Kimball	07/17/2014	W	4024
40740	Western-Cermak	12/01/2009	W	1111
40820	Rosemont	10/03/2008	W	5510
40600	Kostner	11/07/2003	W	231
40040	Quincy/Wells	11/26/2014	W	5791
41030	Polk	07/24/2002	W	2445
40080	Sheridan	07/24/2014	W	5641
40590	Damen/Milwaukee	07/23/2007	W	4185
40820	Rosemont	02/14/2011	W	4112
40720	East 63rd-Cottage Grove	08/30/2007	W	1314
40420	Cicero-Cermak	10/11/2012	W	1427
41330	Montrose-O'Hare	07/05/2016	W	2343
40370	Washington/Dearborn	01/31/2012	W	8934
40120	35th/Archer	09/11/2003	W	2654
40770	Lawrence	04/04/2001	W	2678
40460	Merchandise Mart	09/28/2014	U	1348
41440	Addison-Brown	11/29/2010	W	2163
40700	Laramie	06/14/2012	W	1420
40900	Howard	01/12/2013	A	4384
40550	Irving Park-O'Hare	10/14/2007	U	1421
41420	Addison-North Main	08/11/2008	W	6023
41240	Addison-O'Hare	07/08/2003	W	2532
40060	Belmont-O'Hare	09/01/2007	A	2497
40220	Western-Forest Park	04/09/2006	U	469
40800	Sedgwick	12/31/2008	W	2282
40290	Ashland/63rd	02/10/2007	A	877
40590	Damen/Milwaukee	06/02/2002	U	1734
40920	Pulaski-Forest Park	12/04/2010	A	1352
40140	Skokie	04/25/2001	W	2606
40390	Forest Park	01/18/2011	W	3845
40790	Monroe/Dearborn	07/09/2010	W	5593
40850	Library	07/07/2010	W	3977
40920	Pulaski-Forest Park	09/03/2015	W	1923
40470	Racine	06/27/2016	W	1650
40570	California/Milwaukee	06/27/2001	W	2955
41180	Kedzie-Brown	03/01/2016	W	1968
41270	43rd	11/09/2005	W	975
40600	Kostner	04/12/2016	W	526
40640	Madison/Wabash	03/31/2013	U	1506
41330	Montrose-O'Hare	04/30/2002	W	1979
41070	Kedzie-Lake	06/04/2014	W	1681
41010	Rockwell	02/10/2013	U	638
40530	Diversey	05/29/2017	U	1858
40910	63rd-Dan Ryan	09/08/2014	W	4001
40750	Harlem-O'Hare	09/02/2016	W	3051
40520	Foster	03/15/2008	A	457
41480	Western-Brown	10/11/2002	W	3571
41130	Halsted-Orange	07/23/2007	W	2402
41330	Montrose-O'Hare	01/20/2001	A	739
40060	Belmont-O'Hare	01/28/2017	A	3005
40420	Cicero-Cermak	04/05/2004	W	660
41150	Kedzie-Midway	11/07/2010	U	1057
40720	East 63rd-Cottage Grove	03/05/2017	U	559
40630	Clark/Division	06/16/2013	U	5578
41340	LaSalle	05/25/2016	W	3041
40610	Ridgeland	06/19/2005	U	264
41190	Jarvis	02/03/2003	W	1491
40700	Laramie	12/25/2015	U	657
40150	Pulaski-Cermak	01/23/2009	W	969
40200	Randolph/Wabash	11/07/2007	W	7725
40260	State/Lake	05/28/2007	U	3844
40900	Howard	11/16/2016	W	5975
40480	Cicero-Lake	12/17/2013	W	1407
40400	Noyes	10/28/2005	W	814
41420	Addison-North Main	02/27/2008	W	6037
41670	Conservatory	11/10/2009	W	995
40050	Davis	09/25/2013	W	4043
40010	Austin-Forest Park	02/19/2016	W	2172
40720	East 63rd-Cottage Grove	08/22/2011	W	1413
40740	Western-Cermak	01/21/2003	W	564
41090	Monroe/State	06/28/2003	A	4074
40040	Quincy/Wells	05/11/2008	U	1878
41670	Conservatory	12/03/2006	U	258
41340	LaSalle	12/15/2014	W	2687
40220	Western-Forest Park	04/23/2015	W	1878
40740	Western-Cermak	11/04/2001	U	0
40240	79th	12/07/2009	W	7896
41240	Addison-O'Hare	11/09/2004	W	2637
41350	Oak Park-Lake	06/08/2013	A	1076
41070	Kedzie-Lake	02/02/2005	W	1225
40020	Harlem-Lake	02/01/2011	W	3227
40520	Foster	07/14/2014	W	849
41070	Kedzie-Lake	04/08/2008	W	1371
40180	Oak Park-Forest Park	04/27/2007	W	1583
41150	Kedzie-Midway	10/31/2001	W	3023
40060	Belmont-O'Hare	06/05/2004	A	2447
40770	Lawrence	09/03/2005	A	2023
40460	Merchandise Mart	09/30/2010	W	6045
40130	51st	04/21/2017	W	917
41340	LaSalle	04/21/2005	W	2486
41210	Wellington	01/02/2012	U	1061
41190	Jarvis	08/31/2016	W	1733
41290	Kimball	07/25/2003	W	3699
40480	Cicero-Lake	10/13/2007	A	933
40030	Pulaski-Lake	10/19/2004	W	1330
40190	Sox-35th-Dan Ryan	12/01/2012	A	3441
41410	Chicago/Milwaukee	01/10/2009	A	1401
41420	Addison-North Main	02/01/2002	W	5167
41070	Kedzie-Lake	10/27/2011	W	1708
40210	Damen-Cermak	02/18/2014	W	1586
40120	35th/Archer	01/06/2004	W	1921
40340	Berwyn	08/18/2005	W	2975
40810	Medical Center	06/01/2007	W	2013
40990	69th	11/09/2008	U	3104
40870	Francisco	01/17/2001	W	1169
40100	Morse	11/25/2004	U	1374
40040	Quincy/Wells	04/27/2002	A	932
41280	Jefferson Park	10/29/2003	W	6764
41070	Kedzie-Lake	08/04/2002	U	451
41170	Garfield-Dan Ryan	07/21/2007	A	2764
41190	Jarvis	12/27/2012	W	1057
40350	UIC-Halsted	06/05/2002	W	3608
40080	Sheridan	06/20/2001	W	4677
40220	Western-Forest Park	08/28/2005	U	566
41150	Kedzie-Midway	01/16/2012	W	2105
40130	51st	01/25/2007	W	1104
40380	Clark/Lake	08/06/2014	W	20243
40680	Adams/Wabash	04/26/2015	U	3634
41030	Polk	01/17/2009	A	717
40430	Clinton-Forest Park	07/27/2014	U	1423
40460	Merchandise Mart	02/22/2006	W	5800
40560	Jackson/State	10/08/2001	W	10397
40720	East 63rd-Cottage Grove	12/20/2008	A	657
40360	Southport	05/20/2009	W	2900
40040	Quincy/Wells	09/24/2017	U	1358
40510	Garfield-South Elevated	10/03/2011	W	1311
40800	Sedgwick	05/20/2003	W	2606
41130	Halsted-Orange	07/01/2013	W	2866
40190	Sox-35th-Dan Ryan	05/11/2017	W	5896
40970	Cicero-Forest Park	05/24/2017	W	1447
40460	Merchandise Mart	06/27/2001	W	5955
40350	UIC-Halsted	11/29/2008	A	1183
41050	Linden	07/22/2017	A	1136
41460	Irving Park-Brown	09/24/2008	W	0
41250	Central-Evanston	09/02/2011	W	876
40590	Damen/Milwaukee	05/09/2002	W	4365
40370	Washington/Dearborn	05/20/2013	W	9914
41020	Logan Square	01/08/2015	W	6160
40800	Sedgwick	10/21/2010	W	3812
41180	Kedzie-Brown	06/22/2014	U	1329
40530	Diversey	11/13/2009	W	5147
40450	95th/Dan Ryan	05/23/2001	W	14380
41010	Rockwell	05/07/2003	W	1409
40940	Halsted/63rd	02/04/2006	A	391
40440	California-Cermak	02/06/2016	A	922
40790	Monroe/Dearborn	06/26/2007	W	5727
40420	Cicero-Cermak	10/27/2017	W	1282
40290	Ashland/63rd	04/14/2016	W	1179
40700	Laramie	01/11/2010	W	1372
40650	North/Clybourn	10/02/2004	A	4327
41410	Chicago/Milwaukee	10/19/2003	U	829
40320	Division/Milwaukee	05/18/2010	W	5121
40210	Damen-Cermak	12/23/2007	U	362
40660	Armitage	09/05/2006	W	3922
41430	87th	09/22/2012	A	3677
40160	LaSalle/Van Buren	02/13/2005	U	199
41170	Garfield-Dan Ryan	05/10/2011	W	4155
40330	Grand/State	01/20/2007	A	7246
41320	Belmont-North Main	10/22/2003	W	10213
41270	43rd	10/25/2006	W	793
41080	47th-South Elevated	11/28/2005	W	1159
40460	Merchandise Mart	11/15/2009	U	810
40710	Chicago/Franklin	11/07/2003	W	3852
41300	Loyola	03/07/2009	A	2916
40290	Ashland/63rd	01/01/2003	U	543
40390	Forest Park	06/06/2013	W	3839
41050	Linden	03/26/2011	A	419
40370	Washington/Dearborn	07/26/2010	W	8126
40380	Clark/Lake	09/13/2006	W	17519
41410	Chicago/Milwaukee	05/02/2015	A	2419
41430	87th	06/09/2002	U	2485
41270	43rd	08/29/2003	W	779
41300	Loyola	04/30/2015	W	5590
40390	Forest Park	02/13/2015	W	3382
40630	Clark/Division	12/15/2002	U	4025
40610	Ridgeland	03/26/2004	W	1189
41660	Lake/State	05/18/2006	W	11609
40060	Belmont-O'Hare	10/27/2014	W	5560
40830	18th	02/27/2016	A	1380
40290	Ashland/63rd	09/01/2014	U	852
40940	Halsted/63rd	04/06/2012	W	641
41660	Lake/State	07/07/2015	W	24514
40630	Clark/Division	05/28/2010	W	8574
40590	Damen/Milwaukee	11/11/2011	W	6078
41090	Monroe/State	01/11/2013	W	9562
40220	Western-Forest Park	04/23/2013	W	1543
40750	Harlem-O'Hare	01/21/2011	W	2404
41460	Irving Park-Brown	05/25/2013	A	1610
41270	43rd	03/13/2017	W	905
41010	Rockwell	07/01/2009	W	1600
40640	Madison/Wabash	05/23/2017	W	0
41330	Montrose-O'Hare	07/31/2014	W	2481
40210	Damen-Cermak	06/22/2011	W	1307
40280	Central-Lake	09/24/2006	U	1005
41260	Austin-Lake	08/09/2007	W	2130
40880	Thorndale	11/15/2006	W	3016
40990	69th	01/26/2017	W	5261
40990	69th	12/09/2002	W	6400
40890	O'Hare Airport	10/08/2006	U	9691
40080	Sheridan	02/28/2014	W	5653
40830	18th	06/08/2007	W	1371
40130	51st	06/16/2005	W	960
40590	Damen/Milwaukee	06/21/2002	W	4483
40820	Rosemont	09/27/2001	W	5503
41040	Kedzie-Cermak	06/18/2014	W	1126
41170	Garfield-Dan Ryan	08/05/2006	A	2886
40210	Damen-Cermak	05/24/2002	W	666
40210	Damen-Cermak	09/03/2012	U	676
40590	Damen/Milwaukee	08/09/2002	W	4452
41380	Bryn Mawr	11/25/2003	W	4249
40630	Clark/Division	10/23/2013	W	8091
41030	Polk	09/15/2017	W	3600
41170	Garfield-Dan Ryan	04/27/2008	U	1908
40080	Sheridan	02/14/2011	W	5259
40300	Indiana	06/24/2016	W	857
40130	51st	09/20/2007	W	1267
40560	Jackson/State	08/16/2005	W	9619
40430	Clinton-Forest Park	07/18/2003	W	2345
40190	Sox-35th-Dan Ryan	11/19/2003	W	3461
40490	Grand/Milwaukee	09/14/2005	W	1667
40090	Damen-Brown	05/02/2017	W	3034
40780	Central Park	06/23/2017	W	1096
40460	Merchandise Mart	04/18/2005	W	5039
40190	Sox-35th-Dan Ryan	12/03/2010	W	4589
40270	Main	05/06/2009	W	1209
41500	Montrose-Brown	04/10/2013	W	2766
41480	Western-Brown	03/27/2005	U	844
40630	Clark/Division	05/27/2001	U	4036
