41350	Oak Park-Lake	04/28/2015	W	1676
41030	Polk	08/01/2009	A	748
40770	Lawrence	03/24/2012	A	2521
40120	35th/Archer	05/28/2005	A	1063
41010	Rockwell	07/27/2017	W	1971
40360	Southport	04/13/2012	W	3365
41490	Harrison	06/02/2014	W	3023
40340	Berwyn	12/20/2011	W	3303
41340	LaSalle	03/05/2012	W	2881
41010	Rockwell	10/11/2001	W	1425
40690	Dempster	11/18/2003	W	756
41040	Kedzie-Cermak	11/11/2017	A	687
40470	Racine	05/29/2004	A	1265
40630	Clark/Division	03/10/2016	W	8208
40790	Monroe/Dearborn	10/07/2005	W	6026
41030	Polk	05/14/2015	W	3438
41380	Bryn Mawr	08/31/2006	W	4529
40150	Pulaski-Cermak	09/23/2007	U	432
40330	Grand/State	06/13/2002	W	9708
41010	Rockwell	07/07/2017	W	1860
40400	Noyes	12/07/2010	W	722
40710	Chicago/Franklin	11/19/2001	W	3883
40920	Pulaski-Forest Park	01/22/2011	A	1165
40980	Harlem-Forest Park	06/19/2011	U	444
40790	Monroe/Dearborn	07/20/2011	W	6422
41080	47th-South Elevated	07/08/2014	W	1531
41360	California-Lake	05/23/2001	W	895
40100	Morse	04/24/2009	W	4461
40700	Laramie	08/11/2014	W	1427
40350	UIC-Halsted	10/31/2012	W	8242
40870	Francisco	11/05/2011	A	835
40990	69th	05/26/2003	U	2749
40600	Kostner	01/29/2005	A	101
41280	Jefferson Park	11/29/2006	W	6772
41240	Addison-O'Hare	06/09/2014	W	2925
41270	43rd	04/30/2012	W	1000
41120	35-Bronzeville-IIT	02/25/2004	W	1594
40820	Rosemont	01/18/2003	A	1805
41010	Rockwell	06/08/2003	U	461
40170	Ashland-Lake	10/21/2010	W	2614
40680	Adams/Wabash	03/22/2011	W	6769
40300	Indiana	05/17/2002	W	664
41460	Irving Park-Brown	06/14/2001	W	2318
41070	Kedzie-Lake	06/05/2007	W	1366
40070	Jackson/Dearborn	11/17/2007	A	2664
40340	Berwyn	06/29/2005	W	3270
41010	Rockwell	08/26/2002	W	1261
41480	Western-Brown	06/18/2011	A	2917
41210	Wellington	12/12/2007	W	4224
40470	Racine	08/09/2012	W	1832
40480	Cicero-Lake	06/01/2011	W	1503
40780	Central Park	03/09/2014	U	592
40770	Lawrence	05/07/2011	A	2414
40420	Cicero-Cermak	07/30/2005	A	562
41010	Rockwell	11/07/2008	W	1580
40320	Division/Milwaukee	06/30/2006	W	4864
40730	Washington/Wells	01/20/2009	W	7020
41230	47th-Dan Ryan	06/21/2012	W	3148
41490	Harrison	03/01/2017	W	4787
40230	Cumberland	06/15/2004	W	5387
41030	Polk	01/24/2001	W	2507
40390	Forest Park	12/11/2001	W	3763
41340	LaSalle	12/22/2002	U	266
40570	California/Milwaukee	06/06/2002	W	2893
40220	Western-Forest Park	10/03/2009	A	782
40680	Adams/Wabash	10/12/2012	W	7355
40780	Central Park	02/01/2016	W	1387
40030	Pulaski-Lake	10/21/2017	A	1049
41350	Oak Park-Lake	02/13/2008	W	1597
41440	Addison-Brown	07/18/2017	W	2432
40420	Cicero-Cermak	10/21/2007	U	547
40740	Western-Cermak	09/22/2016	W	1249
40070	Jackson/Dearborn	09/28/2006	W	6831
41460	Irving Park-Brown	06/15/2016	W	3417
41040	Kedzie-Cermak	05/17/2015	U	522
40900	Howard	12/24/2004	W	2879
41270	43rd	04/02/2001	W	860
40870	Francisco	08/27/2005	A	539
40170	Ashland-Lake	08/02/2012	W	2534
40580	54th/Cermak	01/30/2017	W	1975
40400	Noyes	01/19/2015	W	594
40360	Southport	06/03/2007	U	0
40120	35th/Archer	10/21/2016	W	3196
40430	Clinton-Forest Park	05/02/2005	W	2646
41140	King Drive	07/31/2013	W	1019
40820	Rosemont	04/30/2013	W	5715
40600	Kostner	08/24/2002	A	2
40550	Irving Park-O'Hare	05/11/2012	W	4541
40970	Cicero-Forest Park	03/19/2015	W	1498
40170	Ashland-Lake	06/18/2010	W	2244
40390	Forest Park	02/26/2001	W	3625
41230	47th-Dan Ryan	09/13/2014	A	2569
40320	Division/Milwaukee	05/11/2001	W	4536
40170	Ashland-Lake	07/27/2002	A	654
41330	Montrose-O'Hare	10/28/2016	W	2865
40660	Armitage	01/01/2011	U	1332
40590	Damen/Milwaukee	11/30/2005	W	4663
40060	Belmont-O'Hare	02/15/2012	W	5108
40460	Merchandise Mart	11/23/2013	A	2059
41060	Ashland-Orange	07/27/2007	W	1567
41360	California-Lake	07/23/2012	W	1091
41320	Belmont-North Main	01/19/2006	W	10170
40710	Chicago/Franklin	08/23/2009	U	1627
41450	Chicago/State	08/27/2003	W	14386
41210	Wellington	06/25/2012	W	2846
40430	Clinton-Forest Park	05/24/2012	W	3322
40360	Southport	05/02/2015	A	2171
40430	Clinton-Forest Park	03/12/2015	W	4058
40760	Granville	10/05/2007	W	3996
40970	Cicero-Forest Park	07/03/2009	U	1301
40420	Cicero-Cermak	11/07/2015	A	1110
41400	Roosevelt	06/20/2014	W	11992
40730	Washington/Wells	01/20/2012	W	9532
40270	Main	09/02/2001	U	499
40780	Central Park	10/24/2015	A	857
40750	Harlem-O'Hare	07/15/2017	A	1589
40940	Halsted/63rd	01/31/2001	W	712
40300	Indiana	04/07/2004	W	643
40930	Midway Airport	06/06/2001	W	7974
40940	Halsted/63rd	08/08/2009	A	1077
40010	Austin-Forest Park	02/03/2011	W	1572
40300	Indiana	12/25/2010	U	246
40270	Main	09/05/2015	A	1067
40520	Foster	02/21/2008	W	752
40900	Howard	01/09/2015	W	5506
40890	O'Hare Airport	08/03/2013	A	9753
40720	East 63rd-Cottage Grove	02/16/2014	U	678
40830	18th	03/13/2005	U	326
40190	Sox-35th-Dan Ryan	11/05/2016	A	3358
40180	Oak Park-Forest Park	11/09/2008	U	443
41250	Central-Evanston	08/09/2013	W	810
40380	Clark/Lake	06/09/2014	W	20276
40760	Granville	10/18/2005	W	3728
40030	Pulaski-Lake	02/21/2008	W	1535
40240	79th	09/14/2004	W	7259
40480	Cicero-Lake	06/17/2008	W	1428
41420	Addison-North Main	06/11/2002	W	5407
